source,shop_slug,shop_name,type,coupon_code,title,description,cta_url,starts_at,expires_at
gmail_structured,unknown,unknown,coupon_code,BASIC,Philips Avent termékek akár 20% kedvezménnyel,🎁Nagy karácsonyi játékvásár!🎁 ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌,http://www.w3.org/1999/xhtml,2025-12-05T09:54:54.000Z,
gmail_structured,unknown,unknown,coupon_code,STGERELY,Újabb helyszínen állomásozik a Sportoló Nemzet Közösségi sport és Családi Nap! – 2025.12.05.,͏ ‌ ͏ ‌ ͏ ‌ ͏ ‌ ͏ ‌ ͏ ‌ ͏ ‌ ͏ ‌ ͏ ‌ ͏ ‌ ͏ ‌ ͏ ‌ ͏ ‌ ͏ ‌ ͏ ‌ ͏ ‌ ͏ ‌ ͏ ‌ ͏ ‌ ͏ ‌ ͏ ‌ ͏ ‌ ͏ ‌ ͏ ‌ ͏ ‌ ͏ ‌ ͏ ‌ ͏ ‌ ͏ ‌ ͏ ‌ ͏ ‌ ͏ ‌ ͏ ‌ ͏ ‌ ͏ ‌ ͏ ‌ ͏ ‌ ͏ ‌ ͏ ‌ ͏ ‌ ͏ ‌ ͏ ‌ ͏ ‌ ͏ ‌ ͏ ‌ ͏ ‌ ͏ ‌ ͏ ‌ ͏ ‌ ͏ ‌ ͏,https://sportolonemzet.hu,2025-12-05T08:57:59.000Z,
gmail_structured,unknown,unknown,coupon_code,DOCTYPE,Üdvözlünk a Kärcher hírlevél olvasói között!,"Here to web version Üdvözlünk a Kärcher hírlevél olvasói között! Fogadd szeretettel 15% kedvezményt* adó kuponkódunkat, melyet vásárláskor a kosár oldalon tudsz beváltani! Kedves Vásárlónk, Üdvözlünk a",https://t.info.kaercher.com,2025-12-05T08:49:50.000Z,
gmail_structured,unknown,unknown,coupon_code,DVTND,Üdvözlünk! 🎁 15% kedvezmény csak neked!,"Köszönjük, hogy velünk vagy. ͏ ‌ ﻿ ͏ ‌ ﻿ ͏ ‌ ﻿ ͏ ‌ ﻿ ͏ ‌ ﻿ ͏ ‌ ﻿ ͏ ‌ ﻿ ͏ ‌ ﻿ ͏ ‌ ﻿ ͏ ‌ ﻿ ͏ ‌ ﻿ ͏ ‌ ﻿ ͏ ‌ ﻿ ͏ ‌ ﻿ ͏ ‌ ﻿ ͏ ‌ ﻿ ͏ ‌ ﻿ ͏ ‌ ﻿ ͏ ‌ ﻿ ͏ ‌ ﻿ ͏ ‌ ﻿ ͏ ‌ ﻿ ͏ ‌ ﻿ ͏ ‌ ﻿ ͏ ‌ ﻿ ͏ ‌ ﻿ ͏ ‌ ﻿ ͏ ‌ ﻿ ͏ ‌",https://clicks.answear.com/f/a/iqhLIyV10qTTM1e5oHNQ2w~~/AAAHahA~/jWLeK174jTqogf7fqDVTNDbkl4RREtoSd_H4UA8p-bkrveQQteZRA4yR5_uJunbR0ZNlalN0rMYy5wX5bhzjq9_zFS7A-xEcHtPWIWnr0zCzB4KYRZHk4WnkbN5VgWEfgmd8Nxz4r2wPLXvEqoeMjg~~,2025-12-05T08:41:29.000Z,
arukereso_playwright,aresett-termekek-1037326825,aresett-termekek-1037326825,sale_event,,OMA 7410EA,-17% | 249 999 Ft | 5 ajánlat,https://www.arukereso.hu/futopad-c4073/oma/7410ea-p1037326825/,,
arukereso_playwright,aresett-termekek-1251923170,aresett-termekek-1251923170,sale_event,,NordicTrack GX LE Szobakerékpár,-7% | 279 900 Ft | 4 ajánlat,https://www.arukereso.hu/szobakerekpar-c3044/nordictrack/gx-le-p1251923170/,,
arukereso_playwright,aresett-termekek-1001796229,aresett-termekek-1001796229,sale_event,,Philips EP2331/10 LatteGo Automata kávéfőző,-13% | 129 999 Ft | 7 ajánlat,https://www.arukereso.hu/kavefozo-c3174/philips/ep2331-10-lattego-p1001796229/,,
arukereso_playwright,aresett-termekek-439774194,aresett-termekek-439774194,sale_event,,ZIPRO iConsole Rook Szobakerékpár,-10% | 134 700 Ft | 7 ajánlat,https://www.arukereso.hu/szobakerekpar-c3044/zipro/iconsole-rook-p439774194/,,
arukereso_playwright,aresett-termekek-1127945344,aresett-termekek-1127945344,sale_event,,Krups Sensation Milk EA912910 Automata kávéfőző,-10% | 152 890 Ft | 10 ajánlat,https://www.arukereso.hu/kavefozo-c3174/krups/sensation-milk-ea912910-p1127945344/,,
arukereso_playwright,aresett-termekek-236771059,aresett-termekek-236771059,sale_event,,BH Fitness TFB Dual Szobakerékpár,-13% | 399 415 Ft | 4 ajánlat,https://www.arukereso.hu/szobakerekpar-c3044/bh-fitness/tfb-dual-p236771059/,,
arukereso_playwright,aresett-termekek-1183637551,aresett-termekek-1183637551,sale_event,,Sony PlayStation 5 (PS5) Slim + Astro Bot Játékkonzol,-19% | 184 490 Ft | 4 ajánlat,https://www.arukereso.hu/jatekkonzol-c3154/sony/playstation-5-ps5-slim-astro-bot-p1183637551/,,
arukereso_playwright,aresett-termekek-855813273,aresett-termekek-855813273,sale_event,,Apple AirPods Pro 2 2022 (MQD83ZM/A/MQD83TY/A),-14% | 72 032 Ft | 3 ajánlat,https://www.arukereso.hu/fulhallgato-fejhallgato-c3109/apple/airpods-pro-2-2022-mqd83zm-a-mqd83ty-a-p855813273/,,
arukereso_playwright,aresett-termekek-1127672344,aresett-termekek-1127672344,sale_event,,Edifier Hecate Air 2,-60% | 9 000 Ft | 30 ajánlat,https://www.arukereso.hu/fulhallgato-fejhallgato-c3109/edifier/hecate-air-2-p1127672344/,,
arukereso_playwright,aresett-termekek-1007118670,aresett-termekek-1007118670,sale_event,,JBL Live 770NC,-15% | 33 330 Ft | 68 ajánlat,https://www.arukereso.hu/fulhallgato-fejhallgato-c3109/jbl/live-770nc-p1007118670/,,
arukereso_playwright,aresett-termekek-1007126284,aresett-termekek-1007126284,sale_event,,Bose QuietComfort Ultra,-7% | 119 990 Ft | 37 ajánlat,https://www.arukereso.hu/fulhallgato-fejhallgato-c3109/bose/quietcomfort-ultra-p1007126284/,,
arukereso_playwright,aresett-termekek-613720761,aresett-termekek-613720761,sale_event,,Timeless Tools Nordmann fém talppal 150 cm (HOP1000750),-6% | 7 990 Ft | 5 ajánlat,https://mufenyo.arukereso.hu/timeless-tools/nordmann-fem-talppal-150-cm-hop1000750-p613720761/,,
arukereso_playwright,aresett-termekek-1248573811,aresett-termekek-1248573811,sale_event,,Sony WH-1000XM5 Limited soft case edition (WH1000XM5SA),-6% | 79 990 Ft | 6 ajánlat,https://www.arukereso.hu/fulhallgato-fejhallgato-c3109/sony/wh-1000xm5-limited-soft-case-edition-wh1000xm5sa-p1248573811/,,
arukereso_playwright,aresett-termekek-685738869,aresett-termekek-685738869,sale_event,,Samsung AKG EO-IC100B,-23% | 2 990 Ft | 124 ajánlat,https://www.arukereso.hu/fulhallgato-fejhallgato-c3109/samsung/akg-eo-ic100b-p685738869/,,
arukereso_playwright,aresett-termekek-1070509267,aresett-termekek-1070509267,sale_event,,Nokia 6310 (2024) Dual Mobiltelefon,-7% | 22 420 Ft | 18 ajánlat,https://www.arukereso.hu/mobiltelefon-c3277/nokia/6310-2024-dual-p1070509267/,,
arukereso_playwright,aresett-termekek-944630940,aresett-termekek-944630940,sale_event,,EarFun Air Pro 3,-5% | 17 470 Ft | 21 ajánlat,https://www.arukereso.hu/fulhallgato-fejhallgato-c3109/earfun/air-pro-3-p944630940/,,
arukereso_playwright,aresett-termekek-849487413,aresett-termekek-849487413,sale_event,,SteelSeries Arctis Nova 1P (61611/2),-8% | 15 590 Ft | 53 ajánlat,https://www.arukereso.hu/fulhallgato-fejhallgato-c3109/steelseries/arctis-nova-1p-61611-2-p849487413/,,
arukereso_playwright,aresett-termekek-1247009221,aresett-termekek-1247009221,sale_event,,Dr.coffee M12 Plus Automata kávéfőző,-28% | 829 990 Ft | 2 ajánlat,https://www.arukereso.hu/kavefozo-c3174/dr-coffee/m12-plus-p1247009221/,,
arukereso_playwright,aresett-termekek-801509901,aresett-termekek-801509901,sale_event,,ASUS ROG Cetra True Wireless (90YH03G1/X1-B5UA00),-6% | 23 990 Ft | 63 ajánlat,https://www.arukereso.hu/fulhallgato-fejhallgato-c3109/asus/rog-cetra-true-wireless-90yh03g1-x1-b5ua00-p801509901/,,
arukereso_playwright,aresett-termekek-1200281398,aresett-termekek-1200281398,sale_event,,Tchibo Esperto Mini Automata kávéfőző,-6% | 82 990 Ft | 17 ajánlat,https://www.arukereso.hu/kavefozo-c3174/tchibo/esperto-mini-p1200281398/,,
arukereso_playwright,aresett-termekek-613720683,aresett-termekek-613720683,sale_event,,Timeless Tools Nordmann fém talppal 120 cm (HOP1000749),-9% | 4 990 Ft | 4 ajánlat,https://mufenyo.arukereso.hu/timeless-tools/nordmann-fem-talppal-120-cm-hop1000749-p613720683/,,
arukereso_playwright,aresett-termekek-1001796274,aresett-termekek-1001796274,sale_event,,Philips EP3343/50 Series 3300 LatteGo Automata kávéfőző,-14% | 149 999 Ft | 5 ajánlat,https://www.arukereso.hu/kavefozo-c3174/philips/ep3343-50-series-3300-lattego-p1001796274/,,
arukereso_playwright,aresett-termekek-1236315064,aresett-termekek-1236315064,sale_event,,DOOGEE Fire 3 Ultra Mobiltelefon,-29% | 55 990 Ft | 4 ajánlat,https://www.arukereso.hu/mobiltelefon-c3277/doogee/fire-3-ultra-p1236315064/,,
arukereso_playwright,aresett-termekek-1196287678,aresett-termekek-1196287678,sale_event,,Skullcandy Method 360 ANC,-7% | 36 990 Ft | 36 ajánlat,https://www.arukereso.hu/fulhallgato-fejhallgato-c3109/skullcandy/method-360-anc-p1196287678/,,
